Congress,Number,Directory,ID,Subtype,Summary,Type,Version
115,HRES123,./data/115/bills/hres/hres123/text-versions/rh,115_HRES123_RH,HRES,1,Simple Resolutions,RH
115,HJRES57,./data/115/bills/hjres/hjres57/text-versions/rds,115_HJRES57_RDS,HJRES,1,Joint Resolutions,RDS
115,HRES228,./data/115/bills/hres/hres228/text-versions/rh,115_HRES228_RH,HRES,1,Simple Resolutions,RH
115,HCONRES76,./data/115/bills/hconres/hconres76/text-versions/ih,115_HCONRES76_IH,HCONRES,1,Concurrent Resolutions,IH
115,S903,./data/115/bills/s/s903/text-versions/is,115_S903_IS,S,1,Bills,IS
115,HR1106,./data/115/bills/hr/hr1106/text-versions/ih,115_HR1106_IH,HR,1,Bills,IH
115,HR571,./data/115/bills/hr/hr571/text-versions/ih,115_HR571_IH,HR,1,Bills,IH
115,HR2174,./data/115/bills/hr/hr2174/text-versions/ih,115_HR2174_IH,HR,1,Bills,IH
115,S1153,./data/115/bills/s/s1153/text-versions/is,115_S1153_IS,S,1,Bills,IS
115,S1073,./data/115/bills/s/s1073/text-versions/is,115_S1073_IS,S,1,Bills,IS
115,HR3355,./data/115/bills/hr/hr3355/text-versions/rh,115_HR3355_RH,HR,1,Bills,RH
115,HRES458,./data/115/bills/hres/hres458/text-versions/ih,115_HRES458_IH,HRES,1,Simple Resolutions,IH
115,HR2281,./data/115/bills/hr/hr2281/text-versions/rh,115_HR2281_RH,HR,1,Bills,RH
115,HR1774,./data/115/bills/hr/hr1774/text-versions/ih,115_HR1774_IH,HR,1,Bills,IH
115,HRES495,./data/115/bills/hres/hres495/text-versions/ih,115_HRES495_IH,HRES,1,Simple Resolutions,IH
115,HR265,./data/115/bills/hr/hr265/text-versions/ih,115_HR265_IH,HR,1,Bills,IH
115,S539,./data/115/bills/s/s539/text-versions/is,115_S539_IS,S,1,Bills,IS
115,S966,./data/115/bills/s/s966/text-versions/is,115_S966_IS,S,1,Bills,IS
115,HR76,./data/115/bills/hr/hr76/text-versions/ih,115_HR76_IH,HR,1,Bills,IH
115,HR366,./data/115/bills/hr/hr366/text-versions/enr,115_HR366_ENR,HR,1,Bills,ENR
115,HR3024,./data/115/bills/hr/hr3024/text-versions/ih,115_HR3024_IH,HR,1,Bills,IH
115,SRES104,./data/115/bills/sres/sres104/text-versions/is,115_SRES104_IS,SRES,1,Simple Resolutions,IS
115,HR976,./data/115/bills/hr/hr976/text-versions/ih,115_HR976_IH,HR,1,Bills,IH
115,HR1504,./data/115/bills/hr/hr1504/text-versions/ih,115_HR1504_IH,HR,1,Bills,IH
115,HR1404,./data/115/bills/hr/hr1404/text-versions/rh,115_HR1404_RH,HR,1,Bills,RH
115,S435,./data/115/bills/s/s435/text-versions/is,115_S435_IS,S,1,Bills,IS
115,HR2131,./data/115/bills/hr/hr2131/text-versions/ih,115_HR2131_IH,HR,1,Bills,IH
115,HRES4,./data/115/bills/hres/hres4/text-versions/eh,115_HRES4_EH,HRES,1,Simple Resolutions,EH
115,HR716,./data/115/bills/hr/hr716/text-versions/ih,115_HR716_IH,HR,1,Bills,IH
115,HR739,./data/115/bills/hr/hr739/text-versions/ih,115_HR739_IH,HR,1,Bills,IH
115,HR1918,./data/115/bills/hr/hr1918/text-versions/ih,115_HR1918_IH,HR,1,Bills,IH
115,HR3461,./data/115/bills/hr/hr3461/text-versions/ih,115_HR3461_IH,HR,1,Bills,IH
115,HR81,./data/115/bills/hr/hr81/text-versions/ih,115_HR81_IH,HR,1,Bills,IH
115,HR122,./data/115/bills/hr/hr122/text-versions/ih,115_HR122_IH,HR,1,Bills,IH
115,HR1847,./data/115/bills/hr/hr1847/text-versions/ih,115_HR1847_IH,HR,1,Bills,IH
115,SRES103,./data/115/bills/sres/sres103/text-versions/ats,115_SRES103_ATS,SRES,1,Simple Resolutions,ATS
115,HR2079,./data/115/bills/hr/hr2079/text-versions/ih,115_HR2079_IH,HR,1,Bills,IH
115,HR1347,./data/115/bills/hr/hr1347/text-versions/ih,115_HR1347_IH,HR,1,Bills,IH
115,S475,./data/115/bills/s/s475/text-versions/is,115_S475_IS,S,1,Bills,IS
115,S1047,./data/115/bills/s/s1047/text-versions/is,115_S1047_IS,S,1,Bills,IS
115,HRES109,./data/115/bills/hres/hres109/text-versions/ih,115_HRES109_IH,HRES,1,Simple Resolutions,IH
115,HR506,./data/115/bills/hr/hr506/text-versions/ih,115_HR506_IH,HR,1,Bills,IH
115,S1868,./data/115/bills/s/s1868/text-versions/is,115_S1868_IS,S,1,Bills,IS
115,HRES389,./data/115/bills/hres/hres389/text-versions/ih,115_HRES389_IH,HRES,1,Simple Resolutions,IH
115,HR651,./data/115/bills/hr/hr651/text-versions/ih,115_HR651_IH,HR,1,Bills,IH
115,HRES87,./data/115/bills/hres/hres87/text-versions/ih,115_HRES87_IH,HRES,1,Simple Resolutions,IH
115,HR3760,./data/115/bills/hr/hr3760/text-versions/ih,115_HR3760_IH,HR,1,Bills,IH
115,HR546,./data/115/bills/hr/hr546/text-versions/ih,115_HR546_IH,HR,1,Bills,IH
115,HR2962,./data/115/bills/hr/hr2962/text-versions/ih,115_HR2962_IH,HR,1,Bills,IH
115,HR2316,./data/115/bills/hr/hr2316/text-versions/rh,115_HR2316_RH,HR,1,Bills,RH
115,HR3619,./data/115/bills/hr/hr3619/text-versions/ih,115_HR3619_IH,HR,1,Bills,IH
115,HR1287,./data/115/bills/hr/hr1287/text-versions/ih,115_HR1287_IH,HR,1,Bills,IH
115,HR3617,./data/115/bills/hr/hr3617/text-versions/ih,115_HR3617_IH,HR,1,Bills,IH
115,HR1883,./data/115/bills/hr/hr1883/text-versions/ih,115_HR1883_IH,HR,1,Bills,IH
115,HR1894,./data/115/bills/hr/hr1894/text-versions/ih,115_HR1894_IH,HR,1,Bills,IH
115,HRES53,./data/115/bills/hres/hres53/text-versions/ih,115_HRES53_IH,HRES,1,Simple Resolutions,IH
115,S859,./data/115/bills/s/s859/text-versions/is,115_S859_IS,S,1,Bills,IS
115,HR232,./data/115/bills/hr/hr232/text-versions/ih,115_HR232_IH,HR,1,Bills,IH
115,HR2209,./data/115/bills/hr/hr2209/text-versions/ih,115_HR2209_IH,HR,1,Bills,IH
115,HR2927,./data/115/bills/hr/hr2927/text-versions/ih,115_HR2927_IH,HR,1,Bills,IH
115,HR1277,./data/115/bills/hr/hr1277/text-versions/ih,115_HR1277_IH,HR,1,Bills,IH
115,S169,./data/115/bills/s/s169/text-versions/is,115_S169_IS,S,1,Bills,IS
115,S321,./data/115/bills/s/s321/text-versions/is,115_S321_IS,S,1,Bills,IS
115,HR1499,./data/115/bills/hr/hr1499/text-versions/ih,115_HR1499_IH,HR,1,Bills,IH
115,HR1272,./data/115/bills/hr/hr1272/text-versions/ih,115_HR1272_IH,HR,1,Bills,IH
115,HR3362,./data/115/bills/hr/hr3362/text-versions/rh,115_HR3362_RH,HR,1,Bills,RH
115,HR2892,./data/115/bills/hr/hr2892/text-versions/ih,115_HR2892_IH,HR,1,Bills,IH
115,SRES246,./data/115/bills/sres/sres246/text-versions/is,115_SRES246_IS,SRES,1,Simple Resolutions,IS
115,S1211,./data/115/bills/s/s1211/text-versions/is,115_S1211_IS,S,1,Bills,IS
115,S936,./data/115/bills/s/s936/text-versions/is,115_S936_IS,S,1,Bills,IS
115,HR1194,./data/115/bills/hr/hr1194/text-versions/ih,115_HR1194_IH,HR,1,Bills,IH
115,HR2002,./data/115/bills/hr/hr2002/text-versions/ih,115_HR2002_IH,HR,1,Bills,IH
115,SCONRES4,./data/115/bills/sconres/sconres4/text-versions/is,115_SCONRES4_IS,SCONRES,1,Concurrent Resolutions,IS
115,HR1393,./data/115/bills/hr/hr1393/text-versions/rh,115_HR1393_RH,HR,1,Bills,RH
115,S70,./data/115/bills/s/s70/text-versions/is,115_S70_IS,S,1,Bills,IS
115,HR3477,./data/115/bills/hr/hr3477/text-versions/ih,115_HR3477_IH,HR,1,Bills,IH
115,HJRES8,./data/115/bills/hjres/hjres8/text-versions/ih,115_HJRES8_IH,HJRES,1,Joint Resolutions,IH
115,S180,./data/115/bills/s/s180/text-versions/is,115_S180_IS,S,1,Bills,IS
115,S622,./data/115/bills/s/s622/text-versions/is,115_S622_IS,S,1,Bills,IS
115,HR2382,./data/115/bills/hr/hr2382/text-versions/ih,115_HR2382_IH,HR,1,Bills,IH
115,S663,./data/115/bills/s/s663/text-versions/is,115_S663_IS,S,1,Bills,IS
115,S1059,./data/115/bills/s/s1059/text-versions/is,115_S1059_IS,S,1,Bills,IS
115,SRES268,./data/115/bills/sres/sres268/text-versions/is,115_SRES268_IS,SRES,1,Simple Resolutions,IS
115,HCONRES58,./data/115/bills/hconres/hconres58/text-versions/ih,115_HCONRES58_IH,HCONRES,1,Concurrent Resolutions,IH
115,HR3426,./data/115/bills/hr/hr3426/text-versions/ih,115_HR3426_IH,HR,1,Bills,IH
115,SRES218,./data/115/bills/sres/sres218/text-versions/is,115_SRES218_IS,SRES,1,Simple Resolutions,IS
115,S1741,./data/115/bills/s/s1741/text-versions/is,115_S1741_IS,S,1,Bills,IS
115,HR165,./data/115/bills/hr/hr165/text-versions/ih,115_HR165_IH,HR,1,Bills,IH
115,HR1066,./data/115/bills/hr/hr1066/text-versions/rh,115_HR1066_RH,HR,1,Bills,RH
115,S904,./data/115/bills/s/s904/text-versions/is,115_S904_IS,S,1,Bills,IS
115,S240,./data/115/bills/s/s240/text-versions/is,115_S240_IS,S,1,Bills,IS
115,HRES396,./data/115/bills/hres/hres396/text-versions/rh,115_HRES396_RH,HRES,1,Simple Resolutions,RH
115,HR1855,./data/115/bills/hr/hr1855/text-versions/ih,115_HR1855_IH,HR,1,Bills,IH
115,HR3828,./data/115/bills/hr/hr3828/text-versions/ih,115_HR3828_IH,HR,1,Bills,IH
115,HR2168,./data/115/bills/hr/hr2168/text-versions/ih,115_HR2168_IH,HR,1,Bills,IH
115,S440,./data/115/bills/s/s440/text-versions/is,115_S440_IS,S,1,Bills,IS
115,HR2600,./data/115/bills/hr/hr2600/text-versions/rh,115_HR2600_RH,HR,1,Bills,RH
115,HR2138,./data/115/bills/hr/hr2138/text-versions/ih,115_HR2138_IH,HR,1,Bills,IH
115,S22,./data/115/bills/s/s22/text-versions/is,115_S22_IS,S,1,Bills,IS
115,S813,./data/115/bills/s/s813/text-versions/is,115_S813_IS,S,1,Bills,IS
115,SRES143,./data/115/bills/sres/sres143/text-versions/is,115_SRES143_IS,SRES,1,Simple Resolutions,IS
115,HR1107,./data/115/bills/hr/hr1107/text-versions/rh,115_HR1107_RH,HR,1,Bills,RH
115,HR3523,./data/115/bills/hr/hr3523/text-versions/ih,115_HR3523_IH,HR,1,Bills,IH
115,HRES317,./data/115/bills/hres/hres317/text-versions/ih,115_HRES317_IH,HRES,1,Simple Resolutions,IH
115,HR2379,./data/115/bills/hr/hr2379/text-versions/ih,115_HR2379_IH,HR,1,Bills,IH
115,S334,./data/115/bills/s/s334/text-versions/is,115_S334_IS,S,1,Bills,IS
115,HRES198,./data/115/bills/hres/hres198/text-versions/rh,115_HRES198_RH,HRES,1,Simple Resolutions,RH
115,S801,./data/115/bills/s/s801/text-versions/is,115_S801_IS,S,1,Bills,IS
115,S494,./data/115/bills/s/s494/text-versions/is,115_S494_IS,S,1,Bills,IS
115,HR64,./data/115/bills/hr/hr64/text-versions/ih,115_HR64_IH,HR,1,Bills,IH
115,HR1297,./data/115/bills/hr/hr1297/text-versions/rh,115_HR1297_RH,HR,1,Bills,RH
115,HR1094,./data/115/bills/hr/hr1094/text-versions/ih,115_HR1094_IH,HR,1,Bills,IH
115,HR2333,./data/115/bills/hr/hr2333/text-versions/rh,115_HR2333_RH,HR,1,Bills,RH
115,HR3087,./data/115/bills/hr/hr3087/text-versions/ih,115_HR3087_IH,HR,1,Bills,IH
115,HRES92,./data/115/bills/hres/hres92/text-versions/ih,115_HRES92_IH,HRES,1,Simple Resolutions,IH
115,HR2967,./data/115/bills/hr/hr2967/text-versions/ih,115_HR2967_IH,HR,1,Bills,IH
115,HRES66,./data/115/bills/hres/hres66/text-versions/ih,115_HRES66_IH,HRES,1,Simple Resolutions,IH
115,HR1903,./data/115/bills/hr/hr1903/text-versions/ih,115_HR1903_IH,HR,1,Bills,IH
115,SJRES10,./data/115/bills/sjres/sjres10/text-versions/is,115_SJRES10_IS,SJRES,1,Joint Resolutions,IS
115,HR1944,./data/115/bills/hr/hr1944/text-versions/ih,115_HR1944_IH,HR,1,Bills,IH
115,HR1930,./data/115/bills/hr/hr1930/text-versions/ih,115_HR1930_IH,HR,1,Bills,IH
115,HR2405,./data/115/bills/hr/hr2405/text-versions/ih,115_HR2405_IH,HR,1,Bills,IH
115,HR245,./data/115/bills/hr/hr245/text-versions/ih,115_HR245_IH,HR,1,Bills,IH
115,HR2082,./data/115/bills/hr/hr2082/text-versions/ih,115_HR2082_IH,HR,1,Bills,IH
115,HR1176,./data/115/bills/hr/hr1176/text-versions/ih,115_HR1176_IH,HR,1,Bills,IH
115,HR916,./data/115/bills/hr/hr916/text-versions/ih,115_HR916_IH,HR,1,Bills,IH
115,HR1204,./data/115/bills/hr/hr1204/text-versions/ih,115_HR1204_IH,HR,1,Bills,IH
115,S734,./data/115/bills/s/s734/text-versions/is,115_S734_IS,S,1,Bills,IS
115,HCONRES2,./data/115/bills/hconres/hconres2/text-versions/ih,115_HCONRES2_IH,HCONRES,1,Concurrent Resolutions,IH
115,HR567,./data/115/bills/hr/hr567/text-versions/ih,115_HR567_IH,HR,1,Bills,IH
115,HR275,./data/115/bills/hr/hr275/text-versions/ih,115_HR275_IH,HR,1,Bills,IH
115,HR3268,./data/115/bills/hr/hr3268/text-versions/rh,115_HR3268_RH,HR,1,Bills,RH
115,HRES142,./data/115/bills/hres/hres142/text-versions/ih,115_HRES142_IH,HRES,1,Simple Resolutions,IH
115,SRES10,./data/115/bills/sres/sres10/text-versions/is,115_SRES10_IS,SRES,1,Simple Resolutions,IS
115,HR3058,./data/115/bills/hr/hr3058/text-versions/ih,115_HR3058_IH,HR,1,Bills,IH
115,HR1455,./data/115/bills/hr/hr1455/text-versions/ih,115_HR1455_IH,HR,1,Bills,IH
115,HR1738,./data/115/bills/hr/hr1738/text-versions/ih,115_HR1738_IH,HR,1,Bills,IH
115,HR4008,./data/115/bills/hr/hr4008/text-versions/ih,115_HR4008_IH,HR,1,Bills,IH
115,S521,./data/115/bills/s/s521/text-versions/is,115_S521_IS,S,1,Bills,IS
115,HR1513,./data/115/bills/hr/hr1513/text-versions/ih,115_HR1513_IH,HR,1,Bills,IH
115,S596,./data/115/bills/s/s596/text-versions/is,115_S596_IS,S,1,Bills,IS
115,HR3083,./data/115/bills/hr/hr3083/text-versions/ih,115_HR3083_IH,HR,1,Bills,IH
115,SJRES25,./data/115/bills/sjres/sjres25/text-versions/is,115_SJRES25_IS,SJRES,1,Joint Resolutions,IS
115,HR3220,./data/115/bills/hr/hr3220/text-versions/ih,115_HR3220_IH,HR,1,Bills,IH
115,HR342,./data/115/bills/hr/hr342/text-versions/ih,115_HR342_IH,HR,1,Bills,IH
115,S1131,./data/115/bills/s/s1131/text-versions/is,115_S1131_IS,S,1,Bills,IS
115,HRES483,./data/115/bills/hres/hres483/text-versions/ih,115_HRES483_IH,HRES,1,Simple Resolutions,IH
115,HR3280,./data/115/bills/hr/hr3280/text-versions/rh,115_HR3280_RH,HR,1,Bills,RH
115,S451,./data/115/bills/s/s451/text-versions/is,115_S451_IS,S,1,Bills,IS
115,HR4113,./data/115/bills/hr/hr4113/text-versions/ih,115_HR4113_IH,HR,1,Bills,IH
115,HR3284,./data/115/bills/hr/hr3284/text-versions/rh,115_HR3284_RH,HR,1,Bills,RH
115,S200,./data/115/bills/s/s200/text-versions/is,115_S200_IS,S,1,Bills,IS
115,HCONRES8,./data/115/bills/hconres/hconres8/text-versions/ih,115_HCONRES8_IH,HCONRES,1,Concurrent Resolutions,IH
115,HR1684,./data/115/bills/hr/hr1684/text-versions/rh,115_HR1684_RH,HR,1,Bills,RH
115,HR2646,./data/115/bills/hr/hr2646/text-versions/ih,115_HR2646_IH,HR,1,Bills,IH
115,S501,./data/115/bills/s/s501/text-versions/is,115_S501_IS,S,1,Bills,IS
115,HR1477,./data/115/bills/hr/hr1477/text-versions/ih,115_HR1477_IH,HR,1,Bills,IH
115,HR1896,./data/115/bills/hr/hr1896/text-versions/ih,115_HR1896_IH,HR,1,Bills,IH
115,S618,./data/115/bills/s/s618/text-versions/is,115_S618_IS,S,1,Bills,IS
115,SCONRES12,./data/115/bills/sconres/sconres12/text-versions/is,115_SCONRES12_IS,SCONRES,1,Concurrent Resolutions,IS
115,HR1450,./data/115/bills/hr/hr1450/text-versions/ih,115_HR1450_IH,HR,1,Bills,IH
115,HR2819,./data/115/bills/hr/hr2819/text-versions/ih,115_HR2819_IH,HR,1,Bills,IH
115,HR896,./data/115/bills/hr/hr896/text-versions/ih,115_HR896_IH,HR,1,Bills,IH
115,HR2749,./data/115/bills/hr/hr2749/text-versions/rh,115_HR2749_RH,HR,1,Bills,RH
115,HR322,./data/115/bills/hr/hr322/text-versions/ih,115_HR322_IH,HR,1,Bills,IH
115,HR475,./data/115/bills/hr/hr475/text-versions/ih,115_HR475_IH,HR,1,Bills,IH
115,S733,./data/115/bills/s/s733/text-versions/is,115_S733_IS,S,1,Bills,IS
115,HR2293,./data/115/bills/hr/hr2293/text-versions/ih,115_HR2293_IH,HR,1,Bills,IH
115,HR2255,./data/115/bills/hr/hr2255/text-versions/ih,115_HR2255_IH,HR,1,Bills,IH
115,HR2069,./data/115/bills/hr/hr2069/text-versions/ih,115_HR2069_IH,HR,1,Bills,IH
115,HR854,./data/115/bills/hr/hr854/text-versions/ih,115_HR854_IH,HR,1,Bills,IH
115,SRES243,./data/115/bills/sres/sres243/text-versions/is,115_SRES243_IS,SRES,1,Simple Resolutions,IS
115,HR853,./data/115/bills/hr/hr853/text-versions/ih,115_HR853_IH,HR,1,Bills,IH
115,HR3521,./data/115/bills/hr/hr3521/text-versions/ih,115_HR3521_IH,HR,1,Bills,IH
115,S324,./data/115/bills/s/s324/text-versions/is,115_S324_IS,S,1,Bills,IS
115,HR2709,./data/115/bills/hr/hr2709/text-versions/ih,115_HR2709_IH,HR,1,Bills,IH
115,HR3993,./data/115/bills/hr/hr3993/text-versions/ih,115_HR3993_IH,HR,1,Bills,IH
115,HR971,./data/115/bills/hr/hr971/text-versions/ih,115_HR971_IH,HR,1,Bills,IH
115,HR2242,./data/115/bills/hr/hr2242/text-versions/ih,115_HR2242_IH,HR,1,Bills,IH
115,HR992,./data/115/bills/hr/hr992/text-versions/ih,115_HR992_IH,HR,1,Bills,IH
115,S1165,./data/115/bills/s/s1165/text-versions/rfh,115_S1165_RFH,S,1,Bills,RFH
115,S447,./data/115/bills/s/s447/text-versions/is,115_S447_IS,S,1,Bills,IS
115,HR2737,./data/115/bills/hr/hr2737/text-versions/ih,115_HR2737_IH,HR,1,Bills,IH
115,S45,./data/115/bills/s/s45/text-versions/is,115_S45_IS,S,1,Bills,IS
115,HR3823,./data/115/bills/hr/hr3823/text-versions/rds,115_HR3823_RDS,HR,1,Bills,RDS
115,HRES527,./data/115/bills/hres/hres527/text-versions/ih,115_HRES527_IH,HRES,1,Simple Resolutions,IH
115,SJRES38,./data/115/bills/sjres/sjres38/text-versions/is,115_SJRES38_IS,SJRES,1,Joint Resolutions,IS
115,SRES189,./data/115/bills/sres/sres189/text-versions/ats,115_SRES189_ATS,SRES,1,Simple Resolutions,ATS
115,HCONRES14,./data/115/bills/hconres/hconres14/text-versions/ih,115_HCONRES14_IH,HCONRES,1,Concurrent Resolutions,IH
115,HR273,./data/115/bills/hr/hr273/text-versions/ih,115_HR273_IH,HR,1,Bills,IH
115,HR2538,./data/115/bills/hr/hr2538/text-versions/ih,115_HR2538_IH,HR,1,Bills,IH
115,HR1291,./data/115/bills/hr/hr1291/text-versions/ih,115_HR1291_IH,HR,1,Bills,IH
115,HJRES71,./data/115/bills/hjres/hjres71/text-versions/ih,115_HJRES71_IH,HJRES,1,Joint Resolutions,IH
115,HR2914,./data/115/bills/hr/hr2914/text-versions/ih,115_HR2914_IH,HR,1,Bills,IH
115,HR3711,./data/115/bills/hr/hr3711/text-versions/ih,115_HR3711_IH,HR,1,Bills,IH
115,HR1712,./data/115/bills/hr/hr1712/text-versions/ih,115_HR1712_IH,HR,1,Bills,IH
115,HR50,./data/115/bills/hr/hr50/text-versions/ih,115_HR50_IH,HR,1,Bills,IH
115,S919,./data/115/bills/s/s919/text-versions/is,115_S919_IS,S,1,Bills,IS
115,HR532,./data/115/bills/hr/hr532/text-versions/ih,115_HR532_IH,HR,1,Bills,IH
115,HR2363,./data/115/bills/hr/hr2363/text-versions/ih,115_HR2363_IH,HR,1,Bills,IH
115,HR1146,./data/115/bills/hr/hr1146/text-versions/ih,115_HR1146_IH,HR,1,Bills,IH
115,HR3177,./data/115/bills/hr/hr3177/text-versions/ih,115_HR3177_IH,HR,1,Bills,IH
115,HR2300,./data/115/bills/hr/hr2300/text-versions/ih,115_HR2300_IH,HR,1,Bills,IH
115,HR1561,./data/115/bills/hr/hr1561/text-versions/ih,115_HR1561_IH,HR,1,Bills,IH
115,HCONRES46,./data/115/bills/hconres/hconres46/text-versions/ih,115_HCONRES46_IH,HCONRES,1,Concurrent Resolutions,IH
115,HJRES30,./data/115/bills/hjres/hjres30/text-versions/ih,115_HJRES30_IH,HJRES,1,Joint Resolutions,IH
115,S1018,./data/115/bills/s/s1018/text-versions/is,115_S1018_IS,S,1,Bills,IS
115,HRES507,./data/115/bills/hres/hres507/text-versions/ih,115_HRES507_IH,HRES,1,Simple Resolutions,IH
115,HR840,./data/115/bills/hr/hr840/text-versions/ih,115_HR840_IH,HR,1,Bills,IH
115,HRES136,./data/115/bills/hres/hres136/text-versions/ih,115_HRES136_IH,HRES,1,Simple Resolutions,IH
115,HR1048,./data/115/bills/hr/hr1048/text-versions/ih,115_HR1048_IH,HR,1,Bills,IH
115,HR457,./data/115/bills/hr/hr457/text-versions/ih,115_HR457_IH,HR,1,Bills,IH
115,S912,./data/115/bills/s/s912/text-versions/is,115_S912_IS,S,1,Bills,IS
115,HR3011,./data/115/bills/hr/hr3011/text-versions/ih,115_HR3011_IH,HR,1,Bills,IH
115,HR46,./data/115/bills/hr/hr46/text-versions/rds,115_HR46_RDS,HR,1,Bills,RDS
115,HR3379,./data/115/bills/hr/hr3379/text-versions/ih,115_HR3379_IH,HR,1,Bills,IH
115,HRES304,./data/115/bills/hres/hres304/text-versions/ih,115_HRES304_IH,HRES,1,Simple Resolutions,IH
115,HR86,./data/115/bills/hr/hr86/text-versions/ih,115_HR86_IH,HR,1,Bills,IH
115,HRES595,./data/115/bills/hres/hres595/text-versions/rh,115_HRES595_RH,HRES,1,Simple Resolutions,RH
115,HR2021,./data/115/bills/hr/hr2021/text-versions/ih,115_HR2021_IH,HR,1,Bills,IH
115,HR1568,./data/115/bills/hr/hr1568/text-versions/ih,115_HR1568_IH,HR,1,Bills,IH
115,HRES374,./data/115/bills/hres/hres374/text-versions/rh,115_HRES374_RH,HRES,1,Simple Resolutions,RH
115,HR994,./data/115/bills/hr/hr994/text-versions/ih,115_HR994_IH,HR,1,Bills,IH
115,HR1707,./data/115/bills/hr/hr1707/text-versions/ih,115_HR1707_IH,HR,1,Bills,IH
115,HR3683,./data/115/bills/hr/hr3683/text-versions/ih,115_HR3683_IH,HR,1,Bills,IH
115,S1435,./data/115/bills/s/s1435/text-versions/is,115_S1435_IS,S,1,Bills,IS
115,HR1644,./data/115/bills/hr/hr1644/text-versions/rh,115_HR1644_RH,HR,1,Bills,RH
115,HRES323,./data/115/bills/hres/hres323/text-versions/rh,115_HRES323_RH,HRES,1,Simple Resolutions,RH
115,HR497,./data/115/bills/hr/hr497/text-versions/rh,115_HR497_RH,HR,1,Bills,RH
115,HR1579,./data/115/bills/hr/hr1579/text-versions/ih,115_HR1579_IH,HR,1,Bills,IH
115,HR22,./data/115/bills/hr/hr22/text-versions/ih,115_HR22_IH,HR,1,Bills,IH
115,S273,./data/115/bills/s/s273/text-versions/is,115_S273_IS,S,1,Bills,IS
115,HR102,./data/115/bills/hr/hr102/text-versions/ih,115_HR102_IH,HR,1,Bills,IH
115,HR1440,./data/115/bills/hr/hr1440/text-versions/ih,115_HR1440_IH,HR,1,Bills,IH
115,S1906,./data/115/bills/s/s1906/text-versions/is,115_S1906_IS,S,1,Bills,IS
115,HR1892,./data/115/bills/hr/hr1892/text-versions/rh,115_HR1892_RH,HR,1,Bills,RH
115,SRES127,./data/115/bills/sres/sres127/text-versions/is,115_SRES127_IS,SRES,1,Simple Resolutions,IS
115,S1486,./data/115/bills/s/s1486/text-versions/is,115_S1486_IS,S,1,Bills,IS
115,HR1479,./data/115/bills/hr/hr1479/text-versions/ih,115_HR1479_IH,HR,1,Bills,IH
115,HR2375,./data/115/bills/hr/hr2375/text-versions/ih,115_HR2375_IH,HR,1,Bills,IH
115,S1713,./data/115/bills/s/s1713/text-versions/is,115_S1713_IS,S,1,Bills,IS
115,HR350,./data/115/bills/hr/hr350/text-versions/ih,115_HR350_IH,HR,1,Bills,IH
