Congress,Directory,ID,Number,Subtype,Summary,Type,Version,to_use
113,./data/113/bills/s/s1991/text-versions/is,113_S1991_IS,S1991,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4881/text-versions/ih,114_HR4881_IH,HR4881,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2099/text-versions/ih,114_HR2099_IH,HR2099,HR,1,Bills,IH,1
115,./data/115/bills/s/s1103/text-versions/is,115_S1103_IS,S1103,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4020/text-versions/ih,113_HR4020_IH,HR4020,HR,1,Bills,IH,1
113,./data/113/bills/s/s1823/text-versions/is,113_S1823_IS,S1823,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5371/text-versions/ih,113_HR5371_IH,HR5371,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr289/text-versions/rh,115_HR289_RH,HR289,HR,1,Bills,RH,1
113,./data/113/bills/hr/hr1120/text-versions/rh,113_HR1120_RH,HR1120,HR,1,Bills,RH,1
114,./data/114/bills/hr/hr5127/text-versions/ih,114_HR5127_IH,HR5127,HR,1,Bills,IH,1
113,./data/113/bills/s/s1393/text-versions/is,113_S1393_IS,S1393,S,1,Bills,IS,1
115,./data/115/bills/hr/hr2733/text-versions/ih,115_HR2733_IH,HR2733,HR,1,Bills,IH,1
114,./data/114/bills/s/s2209/text-versions/is,114_S2209_IS,S2209,S,1,Bills,IS,1
114,./data/114/bills/s/s350/text-versions/is,114_S350_IS,S350,S,1,Bills,IS,1
115,./data/115/bills/hr/hr338/text-versions/ih,115_HR338_IH,HR338,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr6411/text-versions/ih,114_HR6411_IH,HR6411,HR,1,Bills,IH,1
113,./data/113/bills/s/s2724/text-versions/is,113_S2724_IS,S2724,S,1,Bills,IS,1
115,./data/115/bills/hr/hr459/text-versions/ih,115_HR459_IH,HR459,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3485/text-versions/ih,113_HR3485_IH,HR3485,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1109/text-versions/rh,115_HR1109_RH,HR1109,HR,1,Bills,RH,1
113,./data/113/bills/s/s619/text-versions/is,113_S619_IS,S619,S,1,Bills,IS,1
113,./data/113/bills/s/s1611/text-versions/rfh,113_S1611_RFH,S1611,S,1,Bills,RFH,1
113,./data/113/bills/s/s806/text-versions/is,113_S806_IS,S806,S,1,Bills,IS,1
113,./data/113/bills/s/s772/text-versions/is,113_S772_IS,S772,S,1,Bills,IS,1
114,./data/114/bills/s/s1380/text-versions/is,114_S1380_IS,S1380,S,1,Bills,IS,1
113,./data/113/bills/s/s1479/text-versions/is,113_S1479_IS,S1479,S,1,Bills,IS,1
115,./data/115/bills/s/s1906/text-versions/is,115_S1906_IS,S1906,S,1,Bills,IS,1
114,./data/114/bills/s/s3404/text-versions/is,114_S3404_IS,S3404,S,1,Bills,IS,1
115,./data/115/bills/hr/hr1387/text-versions/rh,115_HR1387_RH,HR1387,HR,1,Bills,RH,1
114,./data/114/bills/hr/hr157/text-versions/ih,114_HR157_IH,HR157,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1269/text-versions/ih,113_HR1269_IH,HR1269,HR,1,Bills,IH,1
114,./data/114/bills/s/s282/text-versions/is,114_S282_IS,S282,S,1,Bills,IS,1
113,./data/113/bills/hr/hr3314/text-versions/ih,113_HR3314_IH,HR3314,HR,1,Bills,IH,1
114,./data/114/bills/s/s2495/text-versions/is,114_S2495_IS,S2495,S,1,Bills,IS,1
113,./data/113/bills/hr/hr133/text-versions/ih,113_HR133_IH,HR133,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1845/text-versions/ih,113_HR1845_IH,HR1845,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1246/text-versions/ih,114_HR1246_IH,HR1246,HR,1,Bills,IH,1
115,./data/115/bills/s/s1552/text-versions/is,115_S1552_IS,S1552,S,1,Bills,IS,1
114,./data/114/bills/hr/hr6041/text-versions/ih,114_HR6041_IH,HR6041,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr5609/text-versions/ih,113_HR5609_IH,HR5609,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1283/text-versions/ih,114_HR1283_IH,HR1283,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2630/text-versions/ih,114_HR2630_IH,HR2630,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1181/text-versions/ih,113_HR1181_IH,HR1181,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4310/text-versions/ih,113_HR4310_IH,HR4310,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1960/text-versions/rh,113_HR1960_RH,HR1960,HR,1,Bills,RH,1
113,./data/113/bills/hr/hr101/text-versions/ih,113_HR101_IH,HR101,HR,1,Bills,IH,1
115,./data/115/bills/s/s631/text-versions/is,115_S631_IS,S631,S,1,Bills,IS,1
114,./data/114/bills/s/s974/text-versions/is,114_S974_IS,S974,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1914/text-versions/ih,114_HR1914_IH,HR1914,HR,1,Bills,IH,1
115,./data/115/bills/s/s1386/text-versions/is,115_S1386_IS,S1386,S,1,Bills,IS,1
113,./data/113/bills/s/s841/text-versions/is,113_S841_IS,S841,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2378/text-versions/ih,113_HR2378_IH,HR2378,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2481/text-versions/rh,113_HR2481_RH,HR2481,HR,1,Bills,RH,1
115,./data/115/bills/hr/hr2728/text-versions/ih,115_HR2728_IH,HR2728,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr638/text-versions/ih,115_HR638_IH,HR638,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr180/text-versions/ih,114_HR180_IH,HR180,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5176/text-versions/ih,114_HR5176_IH,HR5176,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1926/text-versions/ih,113_HR1926_IH,HR1926,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4331/text-versions/ih,114_HR4331_IH,HR4331,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2462/text-versions/ih,113_HR2462_IH,HR2462,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2848/text-versions/ih,115_HR2848_IH,HR2848,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1316/text-versions/ih,113_HR1316_IH,HR1316,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1215/text-versions/rh,115_HR1215_RH,HR1215,HR,1,Bills,RH,1
113,./data/113/bills/s/s2053/text-versions/is,113_S2053_IS,S2053,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1171/text-versions/ih,114_HR1171_IH,HR1171,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2743/text-versions/ih,114_HR2743_IH,HR2743,HR,1,Bills,IH,1
114,./data/114/bills/s/s2117/text-versions/is,114_S2117_IS,S2117,S,1,Bills,IS,1
115,./data/115/bills/hr/hr786/text-versions/ih,115_HR786_IH,HR786,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2321/text-versions/ih,114_HR2321_IH,HR2321,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4846/text-versions/rh,113_HR4846_RH,HR4846,HR,1,Bills,RH,1
113,./data/113/bills/hr/hr4692/text-versions/ih,113_HR4692_IH,HR4692,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4800/text-versions/ih,114_HR4800_IH,HR4800,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4025/text-versions/ih,114_HR4025_IH,HR4025,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4011/text-versions/ih,113_HR4011_IH,HR4011,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr782/text-versions/ih,113_HR782_IH,HR782,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr3134/text-versions/ih,115_HR3134_IH,HR3134,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4072/text-versions/ih,114_HR4072_IH,HR4072,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2659/text-versions/ih,114_HR2659_IH,HR2659,HR,1,Bills,IH,1
114,./data/114/bills/s/s2011/text-versions/pcs,114_S2011_PCS,S2011,S,1,Bills,PCS,1
115,./data/115/bills/hr/hr1925/text-versions/ih,115_HR1925_IH,HR1925,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4687/text-versions/ih,113_HR4687_IH,HR4687,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4771/text-versions/enr,113_HR4771_ENR,HR4771,HR,1,Bills,ENR,1
113,./data/113/bills/hr/hr1691/text-versions/rh,113_HR1691_RH,HR1691,HR,1,Bills,RH,1
115,./data/115/bills/s/s761/text-versions/is,115_S761_IS,S761,S,1,Bills,IS,1
113,./data/113/bills/hr/hr615/text-versions/ih,113_HR615_IH,HR615,HR,1,Bills,IH,1
114,./data/114/bills/s/s2142/text-versions/is,114_S2142_IS,S2142,S,1,Bills,IS,1
114,./data/114/bills/hr/hr2519/text-versions/ih,114_HR2519_IH,HR2519,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4478/text-versions/ih,114_HR4478_IH,HR4478,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3250/text-versions/ih,113_HR3250_IH,HR3250,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2927/text-versions/ih,113_HR2927_IH,HR2927,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr71/text-versions/ih,113_HR71_IH,HR71,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr523/text-versions/ih,114_HR523_IH,HR523,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr3980/text-versions/ih,113_HR3980_IH,HR3980,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr6432/text-versions/ih,114_HR6432_IH,HR6432,HR,1,Bills,IH,1
113,./data/113/bills/s/s1866/text-versions/is,113_S1866_IS,S1866,S,1,Bills,IS,1
113,./data/113/bills/hr/hr3001/text-versions/ih,113_HR3001_IH,HR3001,HR,1,Bills,IH,1
114,./data/114/bills/s/s2586/text-versions/is,114_S2586_IS,S2586,S,1,Bills,IS,1
113,./data/113/bills/s/s1830/text-versions/is,113_S1830_IS,S1830,S,1,Bills,IS,1
114,./data/114/bills/hr/hr3947/text-versions/ih,114_HR3947_IH,HR3947,HR,1,Bills,IH,1
113,./data/113/bills/s/s518/text-versions/is,113_S518_IS,S518,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2183/text-versions/ih,113_HR2183_IH,HR2183,HR,1,Bills,IH,1
113,./data/113/bills/s/s1115/text-versions/is,113_S1115_IS,S1115,S,1,Bills,IS,1
113,./data/113/bills/s/s2048/text-versions/is,113_S2048_IS,S2048,S,1,Bills,IS,1
114,./data/114/bills/hr/hr5219/text-versions/ih,114_HR5219_IH,HR5219,HR,1,Bills,IH,1
115,./data/115/bills/s/s46/text-versions/is,115_S46_IS,S46,S,1,Bills,IS,1
113,./data/113/bills/hr/hr3849/text-versions/ih,113_HR3849_IH,HR3849,HR,1,Bills,IH,1
113,./data/113/bills/s/s611/text-versions/enr,113_S611_ENR,S611,S,1,Bills,ENR,1
114,./data/114/bills/s/s3514/text-versions/is,114_S3514_IS,S3514,S,1,Bills,IS,1
115,./data/115/bills/s/s1428/text-versions/is,115_S1428_IS,S1428,S,1,Bills,IS,1
113,./data/113/bills/hr/hr2328/text-versions/ih,113_HR2328_IH,HR2328,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1496/text-versions/ih,113_HR1496_IH,HR1496,HR,1,Bills,IH,1
114,./data/114/bills/s/s3288/text-versions/is,114_S3288_IS,S3288,S,1,Bills,IS,1
114,./data/114/bills/hr/hr6349/text-versions/ih,114_HR6349_IH,HR6349,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2572/text-versions/ih,114_HR2572_IH,HR2572,HR,1,Bills,IH,1
114,./data/114/bills/s/s281/text-versions/is,114_S281_IS,S281,S,1,Bills,IS,1
113,./data/113/bills/s/s226/text-versions/is,113_S226_IS,S226,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4354/text-versions/ih,114_HR4354_IH,HR4354,HR,1,Bills,IH,1
115,./data/115/bills/s/s858/text-versions/is,115_S858_IS,S858,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4847/text-versions/ih,113_HR4847_IH,HR4847,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr1793/text-versions/ih,113_HR1793_IH,HR1793,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr884/text-versions/ih,113_HR884_IH,HR884,HR,1,Bills,IH,1
113,./data/113/bills/s/s1985/text-versions/is,113_S1985_IS,S1985,S,1,Bills,IS,1
113,./data/113/bills/s/s1808/text-versions/is,113_S1808_IS,S1808,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4391/text-versions/ih,114_HR4391_IH,HR4391,HR,1,Bills,IH,1
114,./data/114/bills/s/s1654/text-versions/is,114_S1654_IS,S1654,S,1,Bills,IS,1
113,./data/113/bills/s/s2888/text-versions/is,113_S2888_IS,S2888,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1841/text-versions/ih,113_HR1841_IH,HR1841,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr822/text-versions/ih,115_HR822_IH,HR822,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2914/text-versions/ih,115_HR2914_IH,HR2914,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4394/text-versions/ih,113_HR4394_IH,HR4394,HR,1,Bills,IH,1
113,./data/113/bills/s/s908/text-versions/is,113_S908_IS,S908,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1674/text-versions/ih,113_HR1674_IH,HR1674,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr2960/text-versions/ih,114_HR2960_IH,HR2960,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr565/text-versions/ih,113_HR565_IH,HR565,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr6333/text-versions/ih,114_HR6333_IH,HR6333,HR,1,Bills,IH,1
113,./data/113/bills/s/s111/text-versions/is,113_S111_IS,S111,S,1,Bills,IS,1
113,./data/113/bills/s/s2002/text-versions/is,113_S2002_IS,S2002,S,1,Bills,IS,1
114,./data/114/bills/s/s3186/text-versions/is,114_S3186_IS,S3186,S,1,Bills,IS,1
114,./data/114/bills/hr/hr2440/text-versions/ih,114_HR2440_IH,HR2440,HR,1,Bills,IH,1
114,./data/114/bills/s/s3408/text-versions/is,114_S3408_IS,S3408,S,1,Bills,IS,1
114,./data/114/bills/s/s6/text-versions/is,114_S6_IS,S6,S,1,Bills,IS,1
114,./data/114/bills/hr/hr3418/text-versions/ih,114_HR3418_IH,HR3418,HR,1,Bills,IH,1
113,./data/113/bills/s/s525/text-versions/is,113_S525_IS,S525,S,1,Bills,IS,1
114,./data/114/bills/s/s2917/text-versions/pcs,114_S2917_PCS,S2917,S,1,Bills,PCS,1
113,./data/113/bills/s/s2596/text-versions/is,113_S2596_IS,S2596,S,1,Bills,IS,1
113,./data/113/bills/hr/hr5279/text-versions/ih,113_HR5279_IH,HR5279,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr5543/text-versions/ih,113_HR5543_IH,HR5543,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1460/text-versions/ih,114_HR1460_IH,HR1460,HR,1,Bills,IH,1
114,./data/114/bills/s/s697/text-versions/is,114_S697_IS,S697,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4123/text-versions/ih,113_HR4123_IH,HR4123,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr81/text-versions/ih,113_HR81_IH,HR81,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3966/text-versions/ih,114_HR3966_IH,HR3966,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr210/text-versions/rh,114_HR210_RH,HR210,HR,1,Bills,RH,1
114,./data/114/bills/hr/hr5745/text-versions/ih,114_HR5745_IH,HR5745,HR,1,Bills,IH,1
113,./data/113/bills/s/s2833/text-versions/is,113_S2833_IS,S2833,S,1,Bills,IS,1
113,./data/113/bills/hr/hr671/text-versions/rh,113_HR671_RH,HR671,HR,1,Bills,RH,1
115,./data/115/bills/hr/hr1458/text-versions/ih,115_HR1458_IH,HR1458,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr3065/text-versions/ih,114_HR3065_IH,HR3065,HR,1,Bills,IH,1
115,./data/115/bills/s/s718/text-versions/is,115_S718_IS,S718,S,1,Bills,IS,1
115,./data/115/bills/hr/hr4139/text-versions/ih,115_HR4139_IH,HR4139,HR,1,Bills,IH,1
113,./data/113/bills/s/s2437/text-versions/pcs,113_S2437_PCS,S2437,S,1,Bills,PCS,1
115,./data/115/bills/hr/hr2823/text-versions/ih,115_HR2823_IH,HR2823,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1317/text-versions/ih,115_HR1317_IH,HR1317,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1813/text-versions/ih,114_HR1813_IH,HR1813,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1030/text-versions/ih,115_HR1030_IH,HR1030,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr1687/text-versions/ih,114_HR1687_IH,HR1687,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2286/text-versions/ih,115_HR2286_IH,HR2286,HR,1,Bills,IH,1
114,./data/114/bills/s/s1352/text-versions/rfh,114_S1352_RFH,S1352,S,1,Bills,RFH,1
113,./data/113/bills/hr/hr1394/text-versions/rh,113_HR1394_RH,HR1394,HR,1,Bills,RH,1
114,./data/114/bills/s/s2045/text-versions/is,114_S2045_IS,S2045,S,1,Bills,IS,1
113,./data/113/bills/s/s683/text-versions/is,113_S683_IS,S683,S,1,Bills,IS,1
114,./data/114/bills/hr/hr4356/text-versions/ih,114_HR4356_IH,HR4356,HR,1,Bills,IH,1
114,./data/114/bills/s/s3491/text-versions/is,114_S3491_IS,S3491,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1136/text-versions/ih,113_HR1136_IH,HR1136,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5485/text-versions/rh,114_HR5485_RH,HR5485,HR,1,Bills,RH,1
114,./data/114/bills/hr/hr315/text-versions/ih,114_HR315_IH,HR315,HR,1,Bills,IH,1
114,./data/114/bills/s/s10/text-versions/rfh,114_S10_RFH,S10,S,1,Bills,RFH,1
114,./data/114/bills/hr/hr6234/text-versions/ih,114_HR6234_IH,HR6234,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr4405/text-versions/ih,113_HR4405_IH,HR4405,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr5213/text-versions/ih,114_HR5213_IH,HR5213,HR,1,Bills,IH,1
114,./data/114/bills/s/s2776/text-versions/is,114_S2776_IS,S2776,S,1,Bills,IS,1
113,./data/113/bills/hr/hr490/text-versions/ih,113_HR490_IH,HR490,HR,1,Bills,IH,1
113,./data/113/bills/hr/hr2852/text-versions/ih,113_HR2852_IH,HR2852,HR,1,Bills,IH,1
114,./data/114/bills/s/s533/text-versions/is,114_S533_IS,S533,S,1,Bills,IS,1
115,./data/115/bills/s/s1583/text-versions/is,115_S1583_IS,S1583,S,1,Bills,IS,1
114,./data/114/bills/hr/hr1980/text-versions/ih,114_HR1980_IH,HR1980,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1706/text-versions/ih,115_HR1706_IH,HR1706,HR,1,Bills,IH,1
115,./data/115/bills/s/s672/text-versions/is,115_S672_IS,S672,S,1,Bills,IS,1
113,./data/113/bills/hr/hr3098/text-versions/ih,113_HR3098_IH,HR3098,HR,1,Bills,IH,1
114,./data/114/bills/hr/hr4070/text-versions/ih,114_HR4070_IH,HR4070,HR,1,Bills,IH,1
113,./data/113/bills/s/s1105/text-versions/is,113_S1105_IS,S1105,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1896/text-versions/ih,113_HR1896_IH,HR1896,HR,1,Bills,IH,1
115,./data/115/bills/s/s258/text-versions/is,115_S258_IS,S258,S,1,Bills,IS,1
113,./data/113/bills/s/s2399/text-versions/is,113_S2399_IS,S2399,S,1,Bills,IS,1
115,./data/115/bills/s/s677/text-versions/is,115_S677_IS,S677,S,1,Bills,IS,1
113,./data/113/bills/hr/hr1648/text-versions/ih,113_HR1648_IH,HR1648,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr2007/text-versions/ih,115_HR2007_IH,HR2007,HR,1,Bills,IH,1
113,./data/113/bills/s/s2421/text-versions/is,113_S2421_IS,S2421,S,1,Bills,IS,1
114,./data/114/bills/s/s395/text-versions/is,114_S395_IS,S395,S,1,Bills,IS,1
113,./data/113/bills/hr/hr4308/text-versions/ih,113_HR4308_IH,HR4308,HR,1,Bills,IH,1
114,./data/114/bills/s/s642/text-versions/is,114_S642_IS,S642,S,1,Bills,IS,1
113,./data/113/bills/hr/hr3336/text-versions/ih,113_HR3336_IH,HR3336,HR,1,Bills,IH,1
115,./data/115/bills/hr/hr1843/text-versions/rh,115_HR1843_RH,HR1843,HR,1,Bills,RH,1
114,./data/114/bills/hr/hr644/text-versions/enr,114_HR644_ENR,HR644,HR,1,Bills,ENR,1
113,./data/113/bills/s/s1265/text-versions/is,113_S1265_IS,S1265,S,1,Bills,IS,1
